address_raw,address_type,address_clean,lat,lon,geocoding_quality,geocoding_method,matched_address
"Plaza Basconia con Pasaje Begoña, 3",house_number,"Plaza Basconia and Pasaje Begoña, 3, Málaga, Spain",36.72316,-4.4378311,medium,first_street_with_number,"Maskom, 3, Plaza Basconia, Gamarra, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
Plaza de Jacques Cousteau Malaga,street_only,"Plaza de Jacques Cousteau, Málaga, Spain",36.752236,-4.4285184,high,simplified,"Plaza Jacques Cousteau, Las Virreinas, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
Plaza de Mozart 1 - malaga,house_number,"Plaza de Mozart 1, Málaga, Spain",36.6943337,-4.4496507,high,simplified,"1, Plaza Mozart, La Paz, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Plaza Moreno Villa, s/n - malaga",street_only,"Plaza Moreno Villa, Málaga, Spain",36.7062836,-4.434788,high,original,"Plaza Moreno Villa, Jardín de la Abadía, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
"Plaza del Aparejador Federico Bermudez, 2",house_number,"Plaza del Aparejador Federico Bermudez, 2, Málaga, Spain",36.7210394,-4.4399745,high,simplified,"2, Plaza Aparejador Federico Bermúdez, Las Chapas, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"P.º de Antonio Machado, 64",house_number,"Paseo de Antonio Machado, 64, Málaga, Spain",36.7025402,-4.4340172,high,simplified,"64, Paseo Antonio Machado, Huelin, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"C. Poeta Bernardo de la Torre, 9 MALAGA",house_number,"Calle Poeta Bernardo de la Torre, 9, Málaga, Spain",36.7319793,-4.431326,high,original,"9, Calle Poeta Bernardo de la Torre, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
C. Poeta Narciso Franquelo Martínez MALAGA,street_only,"Calle Poeta Narciso Franquelo Martínez, Málaga, Spain",36.7323592,-4.4305601,high,original,"Calle Poeta Narciso Franquelo Martínez, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
C. Princesa 21 malaga,house_number,"Calle Princesa 21, Málaga, Spain",36.7010238,-4.4379417,high,original,"21, Calle Princesa, Torres de la Serna, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
Pza Herbert Von Karajan - Malaga,street_only,"Plaza Herbert Von Karajan, Málaga, Spain",36.7432302,-4.4265759,high,original,"Plaza Herbert Von Karajan, Las Virreinas, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
"plaza Jose Begamin, 12 - malaga",house_number,"Plaza Jose Begamin, 12, Málaga, Spain",,,failed,none,
Pza Prudencio Jimenez,street_only,"Plaza Prudencio Jimenez, Málaga, Spain",36.7246413,-4.4375137,high,original,"Plaza Prudencio Jiménez, Haza del Campillo, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
"Reboul, 34 - Malaga",house_number,"Reboul, 34, Málaga, Spain",36.7088548,-4.4414411,medium,original,"Calle Reboul, La Unión, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Rosa, 1 esquina magistrado salvador barbera - Malaga",house_number,"Rosa, 1 and Magistrado Salvador Barbera, Málaga, Spain",36.725905,-4.4242417,low,generic_and_fallback,"Plaza Escritora Rosa Chacel, La Goleta, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
"C. Ruy López, 30-38 MALAGA",house_number,"Calle Ruy López, 30-38, Málaga, Spain",36.7232712,-4.4550526,medium,original,"Calle Ruy López, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Cam. San Alberto, 10-12 MALAGA",house_number,"Camino San Alberto, 10-12, Málaga, Spain",36.7360815,-4.452691,medium,original,"Camino San Alberto, San Alberto, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Cam. San Alberto, 34-44 MALAGA",house_number,"Camino San Alberto, 34-44, Málaga, Spain",36.7347201,-4.45111,medium,original,"Camino San Alberto, Carlinda, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"San Rafael, 52 - malaga",house_number,"San Rafael, 52, Málaga, Spain",36.7092478,-4.4490876,medium,original,"San Rafael, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
Santa Rosa de Lima 11,house_number,"Santa Rosa de Lima 11, Málaga, Spain",36.7193642,-4.4492884,medium,original,"Avenida Santa Rosa de Lima, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Santa Rosa de Lima, 22 - malaga",house_number,"Santa Rosa de Lima, 22, Málaga, Spain",36.720249,-4.4498627,medium,original,"Mercadona, 22, Avenida Santa Rosa de Lima, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"santa rosa de lima, 2  - malaga",house_number,"Santa Rosa de Lima, 2, Málaga, Spain",36.7193642,-4.4492884,medium,original,"Avenida Santa Rosa de Lima, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Sillita de la Reina, 15",house_number,"Sillita de la Reina, 15, Málaga, Spain",36.7044228,-4.4470512,high,original,"15, Calle Sillita de la Reina, Dos Hermanas, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"C. Soliva, 15, Cruz de Humilladero, 29007 Málaga",house_number,"Calle Soliva, 15, Cruz de Humilladero, 29007, Málaga, Spain",36.7214938,-4.4527448,medium,original,"Calle Soliva, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C. Sondalezas, 31",house_number,"Calle Sondalezas, 31, Málaga, Spain",36.7227263,-4.4407626,medium,original,"Calle Sondalezas, Las Chapas, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
Sondalezas con Palo Mayor  - Malaga,intersection,"Sondalezas and Palo Mayor, Málaga, Spain",36.7242449,-4.4417559,low,first_street_of_intersection,"Sondalezas - Colegios, Calle Sondalezas, Nueva Málaga, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Av de Sor Teresa Prat, 48",house_number,"Avenida de Sor Teresa Prat, 48, Málaga, Spain",36.6974181,-4.4417334,high,simplified,"48, Avenida Sor Teresa Prat, Girón, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Sor Teresa Prat, 63 - Malaga",house_number,"Sor Teresa Prat, 63, Málaga, Spain",36.6949044,-4.4430532,high,original,"63, Avenida Sor Teresa Prat, San Andrés, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"C. Spengler, 11-1",house_number,"Calle Spengler, 11-1, Málaga, Spain",36.7178177,-4.4556016,medium,original,"Calle Spengler, La Barriguilla, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
C. Tarquina 5C,house_number,"Calle Tarquina 5c, Málaga, Spain",36.6991058,-4.476487,medium,original,"Calle Tarquina, Los Prados, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"Paseo de los Tilos, 55 - malaga",house_number,"Paseo de los Tilos, 55, Málaga, Spain",36.7127295,-4.4381278,high,original,"55, Paseo de los Tilos, Cruz del Humilladero, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"Tomás Echevarria, 6",house_number,"Tomás Echevarria, 6, Málaga, Spain",36.7049724,-4.4362785,low,street_only_fallback,"Tomás Echevarría, Calle Tomás Echeverría, Huelin, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
C. Union Mercantil 25,house_number,"Calle Union Mercantil 25, Málaga, Spain",36.6848685,-4.4522193,high,original,"25, Calle La Unión Mercantil, Finca El Pato, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Velasco, 22 MALAGA",house_number,"Velasco, 22, Málaga, Spain",36.708285,-4.4360898,medium,original,"Calle Velasco, La Princesa, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Vicente Aleixandre, 50 - malaga",house_number,"Vicente Aleixandre, 50, Málaga, Spain",36.6990704,-4.4419041,medium,original,"Calle Vicente Aleixandre, Girón, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Viña del Mar, 1 - Málaga",house_number,"Viña del Mar, 1, Málaga, Spain",36.6918043,-4.4535742,high,original,"1, Calle Viña del Mar, Puerta Blanca, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Virgen de Belen, 5 - malaga",house_number,"Virgen de Belen, 5, Málaga, Spain",36.693531,-4.4551521,medium,original,"Virgen de Belén, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
"C. Virgen de la Esperanza, 18 MALAGA",house_number,"Calle Virgen de la Esperanza, 18, Málaga, Spain",36.7168899,-4.4464053,medium,original,"Mercado de Carranque, 18, Calle Virgen de la Esperanza, Carranque, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Virgen de la Estrella, 10 - Malaga",house_number,"Virgen de la Estrella, 10, Málaga, Spain",36.7162932,-4.4432977,high,original,"10, Calle Virgen de la Estrella, Carranque, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Virgen de la Fuensanta, 27 -  malaga",house_number,"Virgen de la Fuensanta, 27, Málaga, Spain",36.7139105,-4.4466966,high,original,"27, Calle Virgen de la Fuensanta, Núcleo General Franco, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"C. Virgen de la Paloma, 105 MALAGA",house_number,"Calle Virgen de la Paloma, 105, Málaga, Spain",36.7168896,-4.4481874,high,original,"105, Calle Virgen de la Paloma, Carranque, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C. Virgen de las Flores, 2-4 MALAGA",house_number,"Calle Virgen de las Flores, 2-4, Málaga, Spain",36.7202049,-4.4431005,medium,original,"Calle Virgen de las Flores, Arroyo del Cuarto, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C. Virgen del Rocío, 86-90 MALAGA",house_number,"Calle Virgen del Rocío, 86-90, Málaga, Spain",36.7164229,-4.446997,medium,original,"Calle Virgen del Rocío, Carranque, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
Calle albahaca 10,house_number,"Calle Albahaca 10, Málaga, Spain",36.7137484,-4.4444012,medium,original,"Calle Albahaca, 4 de Diciembre, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C. Martínez Maldonado, 59, Bailén-Miraflores, 29007 Málaga",house_number,"Calle Martínez Maldonado, 59, Bailén-miraflores, 29007, Málaga, Spain",36.7215279,-4.4410185,medium,original,"Calle Martínez Maldonado, Las Chapas, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C/ Hamlet, 11 con C/Robinson Crusoe",house_number,"Calle Hamlet, 11 and Calle Robinson Crusoe, Málaga, Spain",36.7088979,-4.4583911,low,generic_and_fallback,"Calle Hamlet, Cortijo Alto, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"C/ Franz Kafka, 13 lateral Fruteria Samuel",house_number,"Calle Franz Kafka, 13, Málaga, Spain",36.7160251,-4.4644688,high,original,"13, Calle Franz Kafka, Hacienda Bizcochero, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C/Doctor Miguel Diaz Recio, 27 con C/Charles Dickens",house_number,"Calle Doctor Miguel Diaz Recio, 27 and Calle Charles Dickens, Málaga, Spain",36.7230164,-4.4643222,low,generic_and_fallback,"Colegio de Educación Infantil y Primaria Carmen de Burgos, 27, Calle Doctor Miguel Díaz Recio, Las Morillas, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Carril del Capitán, 3 con C/Navaro Ledesma",house_number,"Carril del Capitán, 3 and Calle Navaro Ledesma, Málaga, Spain",36.7253112,-4.4617407,low,generic_and_fallback,"3, Carril del Capitán, Teatinos, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C/Pirandello, 12 con C/Franz Kafka",house_number,"Calle Pirandello, 12 and Calle Franz Kafka, Málaga, Spain",36.7164448,-4.46211,low,generic_and_fallback,"12, Calle Pirandello, Hacienda Bizcochero, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C/Juan Francés Bosca, 6 con Plaza Manos Unidas",house_number,"Calle Juan Francés Bosca, 6 and Plaza Manos Unidas, Málaga, Spain",36.7274224,-4.4637409,low,generic_and_fallback,"Calle Juan Francés Bosca, Las Morillas, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
C/Mesonero Romanos con Avda. Jorge Luis Borge,intersection,"Calle Mesonero Romanos and Avenida Jorge Luis Borge, Málaga, Spain",36.722899,-4.4606988,low,first_street_of_intersection,"Calle Mesonero Romanos, Teatinos, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
Avda. López de Vega junto Burguer King,street_only,"Avenida López de Vega, Málaga, Spain",,,failed,none,
"Avda. Del Atabal, 3 con C/Atabalero",house_number,"Avenida del Atabal, 3 and Calle Atabalero, Málaga, Spain",36.7307807,-4.4702503,low,generic_and_fallback,"Avenida del Atabal, Los Ramos, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Avda. del Atabal, 15 C/ Juan de Ortega",house_number,"Avenida del Atabal, 15 Calle Juan de Ortega, Málaga, Spain",,,failed,none,
"C/Lope de Rueda, 43 frente Parroquia Ntra. Señora de Dolores",house_number,"Calle Lope de Rueda, 43, Málaga, Spain",36.7363065,-4.4795082,high,original,"43, Calle Lope de Rueda, Los Tomillares, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29190, España"
C/ Lope de Rueda con C/Escritora Ana Maria Matute frente Caixa,intersection,"Calle Lope de Rueda and Calle Escritora Ana Maria Matute, Málaga, Spain",36.7457587,-4.4917337,low,first_street_of_intersection,"Calle Lope de Rueda, Salinas, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29190, España"
C/ Lope de Rueda esq Avda.Arquitecto Luis Bono,intersection,"Calle Lope de Rueda and Avenidaarquitecto Luis Bono, Málaga, Spain",36.7457587,-4.4917337,low,first_street_of_intersection,"Calle Lope de Rueda, Salinas, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29190, España"
"Avda. Andersen, 22 con C/Euripides",house_number,"Avenida Andersen, 22 and Calle Euripides, Málaga, Spain",36.7372909,-4.4823933,low,generic_and_fallback,"22, Avenida Andersen, Los Almendros, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29190, España"
Av. Navarro Ledesma  con C/ Escritora Josefina Aldecoa,intersection,"Avenida Navarro Ledesma and Calle Escritora Josefina Aldecoa, Málaga, Spain",36.7253865,-4.4745451,low,second_street_of_intersection,"Calle Escritora Josefina Aldecoa, Torre Atalaya, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29071, España"
"Av. Navarro Ledesma, 235 frente grupo ARISA junto semaforo",house_number,"Avenida Navarro Ledesma, 235, Málaga, Spain",,,failed,none,
"Avda. Escritor Antonio Soler, 15 con C/Catedrico Cristobal Cuevas",house_number,"Avenida Escritor Antonio Soler, 15 and Calle Catedrico Cristobal Cuevas, Málaga, Spain",36.7237656,-4.4922765,low,generic_and_fallback,"15, Avenida Escritor Antonio Soler, Soliva Este, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29190, España"
"C/ Pindaro, 9 entrada parking Mercadona",house_number,"Calle Pindaro, 9 Entrada Parking Mercadona, Málaga, Spain",,,failed,none,
"C/ Esquilo, 6 con C/Solon",house_number,"Calle Esquilo, 6 and Calle Solon, Málaga, Spain",36.7229366,-4.483284,low,generic_and_fallback,"Calle Esquilo, El Cónsul, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29071, España"
"Avda. Plutarco, 61  antes de Avda.Permenides",house_number,"Avenida Plutarco, 61 Antes de Avenidapermenides, Málaga, Spain",,,failed,none,
"Avda. Plutarco, esq. C/ Antigona",intersection,"Avenida Plutarco, and . Calle Antigona, Málaga, Spain",36.7206674,-4.4731034,low,first_street_of_intersection,"Avenida Plutarco, El Romeral, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29071, España"
"C/ Eolo,1 con C/de Demostenes",house_number,"Calle Eolo,1 and Calle de Demostenes, Málaga, Spain",36.7192873,-4.4760107,low,generic_and_fallback,"Copyrap, 1, Calle Eolo, El Romeral, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Avda. Pepita Durán, esq. C/La  Sonata",intersection,"Avenida Pepita Durán, and . Calle la Sonata, Málaga, Spain",36.7220735,-4.4710591,low,first_street_of_intersection,"Avenida Pepita Durán, Finca La Palma, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Diego Fernández Mendoza, 23 con C/Pablo Gargallo frente Dominos Pi",house_number,"Diego Fernández Mendoza, 23 and Calle Pablo Gargallo, Málaga, Spain",36.722534,-4.4701226,low,generic_and_fallback,"Avenida Diego Fernández de Mendoza, Finca La Palma, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29071, España"
"C/ Juana de Castro,1 con C/Nestor Almendros",house_number,"Calle Juana de Castro,1 and Calle Nestor Almendros, Málaga, Spain",36.7251258,-4.4696462,low,generic_and_fallback,"Calle Néstor Almendros, El Tejar, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
Avda. Julio Cortazar,street_only,"Avenida Julio Cortazar, Málaga, Spain",36.7308368,-4.4680964,high,original,"Avenida Julio Cortázar, Atabal Este, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C/ Mallarmé, 2 con Avda Jorge Luis Borge",house_number,"Calle Mallarmé, 2 and Avenida Jorge Luis Borge, Málaga, Spain",36.7195822,-4.4621209,low,generic_and_fallback,"2, Calle Mallarmé, Hacienda Bizcochero, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"avesía de Maqueda, 30 con Camino de Rojas frente bar Virgen del Rosa",house_number,"Avesía de Maqueda, 30 and Camino de Rojas, Málaga, Spain",36.6532922,-4.5048309,low,generic_and_fallback,"Camino del Pilar, El Coronel, Churriana, Cortijo de Maza-El Olivar, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España"
"C/ del Lingüista Lázaro Carreter, 2 con C/Prof. Alfonso Pagonoski",house_number,"Calle del Lingüista Lázaro Carreter, 2 and Calle Prof. Alfonso Pagonoski, Málaga, Spain",,,failed,none,
"C/Jacob, 32 con C/Mateo Flecha",house_number,"Calle Jacob, 32 and Calle Mateo Flecha, Málaga, Spain",36.7229698,-4.5480663,low,generic_and_fallback,"Calle Jacob, Las Manseras, Santa Rosalía-Maqueda, Campanillas, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29590, España"
C/ José Calderón con C/Jose Fernando Carvajal junto semáforo,intersection,"Calle José Calderón and Calle Jose Fernando Carvajal, Málaga, Spain",36.729746,-4.5478633,low,first_street_of_intersection,"Calle José Calderón, Campanillas, El Rayo, Campanillas, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29590, España"
"C/ José Calderón, 40 con C/Matisse al lado de contenedor aceite",house_number,"Calle José Calderón, 40 and Calle Matisse Al Lado de Contenedor Aceite, Málaga, Spain",36.7232643,-4.5378573,low,generic_and_fallback,"40, Calle José Calderón, El Prado, Campanillas, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29590, España"
"C/ Praga, 7",house_number,"Calle Praga, 7, Málaga, Spain",36.6964397,-4.4486922,high,original,"7, Calle Niño Jesús de Praga, Sixto, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Camino de Santa Inés, 29 junto parada de bus antes de llegar a C/Esop",house_number,"Camino de Santa Inés, 29, Málaga, Spain",36.7209923,-4.5338102,high,original,"29, Camino Colonia Santa Inés, Pilar del Prado, Campanillas, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29590, España"
"C/ Escritor Julio Balbas, 63 con C/Dr. Ramos Acosta",house_number,"Calle Escritor Julio Balbas, 63 and Calle Dr. Ramos Acosta, Málaga, Spain",36.6616434,-4.4990987,low,generic_and_fallback,"Calle Escritor Julio Balbas, Las Espeñuelas, Churriana, Cortijo de Maza-El Olivar, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España"
"C/Heliomar, 12 con C/Maestro Serrano",house_number,"Calle Heliomar, 12 and Calle Maestro Serrano, Málaga, Spain",36.6620132,-4.5015123,low,generic_and_fallback,"Calle Heliomar, Heliomar, Churriana, Cortijo de Maza-El Olivar, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España"
"C/ Doctor Ramos Acosta, 20 con C/Sedella en la rotonda",house_number,"Calle Doctor Ramos Acosta, 20 and Calle Sedella En la Rotonda, Málaga, Spain",36.6633815,-4.5024338,low,generic_and_fallback,"20, Calle Doctor Ramos Acosta, Heliomar, Churriana, Cortijo de Maza-El Olivar, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España"
"C/ Gaspar Sanz, 13 con C/Arbol Blanco",house_number,"Calle Gaspar Sanz, 13 and Calle Arbol Blanco, Málaga, Spain",36.6669383,-4.5006275,low,generic_and_fallback,"Calle Gaspar Sanz, Hacienda Platero, Churriana, Cortijo de Maza-El Olivar, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España"
"Camino Nuevo, 42 con C/Benamocarra",house_number,"Camino Nuevo, 42 and Calle Benamocarra, Málaga, Spain",36.7266233,-4.4055396,low,generic_and_fallback,"Paseo Salvador Rueda, Ventaja Alta, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29016, España"
"C/Plaza de la Inmaculada, 14",house_number,"Calle Plaza de la Inmaculada, 14, Málaga, Spain",,,failed,none,
"Camino de la Huertecilla, 49 con C/Decano Souviron y Torres",house_number,"Camino de la Huertecilla, 49 and Calle Decano Souviron y Torres, Málaga, Spain",36.6833551,-4.5185115,low,generic_and_fallback,"49, Camino Huertecilla, Churriana, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España"
"C/ Decano Manuel Torriglia, 26 con Plaza Ferrer Y Guardia",house_number,"Calle Decano Manuel Torriglia, 26 and Plaza Ferrer y Guardia, Málaga, Spain",36.6737898,-4.5106768,low,generic_and_fallback,"Calle Decano Manuel Torriglia, La Noria, Churriana, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29040, España"
"Camino Guadalmar a la Loma, 9 (Mini Market)",house_number,"Camino Guadalmar A la Loma, 9, Málaga, Spain",36.6675934,-4.4746218,high,original,"9, Camino Guadalmar a la Loma, San Julián, Churriana, Guadalmar-San Julián, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"C/ Guadalhorce, 6 Frente Parroquia Santa María Estrella de los Mares",house_number,"Calle Guadalhorce, 6, Málaga, Spain",36.6694234,-4.4645151,high,original,"6, Calle Guadalhorce, Guadalmar, Churriana, Guadalmar-San Julián, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
Ctra. De Olias 109-111,house_number,"Carretera de Olias 109-111, Málaga, Spain",36.7252093,-4.3449554,medium,original,"Carretera Olías, Camino de Olías, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29018, España"
"C/ Almeria, 63",house_number,"Calle Almeria, 63, Málaga, Spain",36.720582,-4.3555012,high,original,"63, Calle Almería, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29018, España"
"C/ Villafuerte, 44",house_number,"Calle Villafuerte, 44, Málaga, Spain",36.7242363,-4.3589797,high,original,"44, Calle Villafuerte, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
"Avda. Juan Sebastian Elcano, 147",house_number,"Avenida Juan Sebastian Elcano, 147, Málaga, Spain",36.7220751,-4.3644519,high,original,"147-153, Avenida Juan Sebastián Elcano, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
"C/ Pio Baroja, 5-7 Esquina Escultor Marin Higuero",house_number,"Calle Pio Baroja, 5-7 and Escultor Marin Higuero, Málaga, Spain",36.7208568,-4.3644341,low,generic_and_fallback,"Calle Escultor Marín Higuero, Echeverría del Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
"C/ Arquitecto Eduardo Esteve, 9",house_number,"Calle Arquitecto Eduardo Esteve, 9, Málaga, Spain",36.7201201,-4.3629709,high,original,"9, Calle Arquitecto Eduardo Esteve, Echeverría del Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
C/ Ortega Munilla esquina Avda. Pio Baroja,intersection,"Calle Ortega Munilla and Avenida Pio Baroja, Málaga, Spain",36.7199818,-4.3600298,low,first_street_of_intersection,"Calle Ortega Munilla, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
"C/ Salvador Allende, 175",house_number,"Calle Salvador Allende, 175, Málaga, Spain",,,failed,none,
"Avda. Juan Sebastian Elcano, 195",house_number,"Avenida Juan Sebastian Elcano, 195, Málaga, Spain",36.7212483,-4.3610379,high,original,"195, Avenida Juan Sebastián Elcano, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
"Avda. San Isidro, 1",house_number,"Avenida San Isidro, 1, Málaga, Spain",36.7262021,-4.3653552,high,original,"1, Avenida San Isidro, San Isidro, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29018, España"
"C/ Amador de los Ríos, 22",house_number,"Calle Amador de los Ríos, 22, Málaga, Spain",36.7259004,-4.3692422,high,original,"22, Calle Amador de los Ríos, Valle de los Galanes, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
"Avda. Juan Sebastian Elcano, 8 esquina C/ Pez Plata",house_number,"Avenida Juan Sebastian Elcano, 8 and Calle Pez Plata, Málaga, Spain",36.7224061,-4.3711252,low,generic_and_fallback,"Avenida Juan Sebastián Elcano, Pedregalejo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España"
